,lat,long,trip_count
804,40.7722,-73.9673,13
805,40.7337,-74.0063,17
806,40.6466,-73.7899,13
807,40.7141,-74.0148,13
808,40.725,-73.9922,14
809,40.7408,-74.0055,13
810,40.761,-73.9755,16
811,40.7723,-73.9522,37
812,40.7591,-73.9884,15
813,40.7796,-73.9578,16
814,40.7441,-74.0068,16
815,40.7408,-74.0075,16
816,40.784,-73.98,17
817,40.7712,-73.9566,18
818,40.7198,-74.0086,20
819,40.7734,-73.955,16
820,40.774,-73.9821,13
821,40.7355,-73.9981,19
822,40.7621,-73.9861,17
823,40.7202,-74.0102,14
824,40.7257,-74.004,19
825,40.7434,-74.0074,13
826,40.6468,-73.7899,32
827,40.774,-73.8734,37
828,40.7206,-74.01,13
829,40.8044,-73.9667,19
830,40.6461,-73.7769,19
831,40.7424,-74.0044,15
832,40.7237,-73.9964,15
833,40.7409,-73.9979,17
834,40.7853,-73.9731,13
835,40.7419,-73.9852,14
836,40.77,-73.9515,22
837,40.7729,-73.9583,22
838,40.7507,-73.9944,27
839,40.7504,-73.9947,61
840,40.6464,-73.7771,15
841,40.7309,-74.0015,17
842,40.761,-73.987,16
843,40.7837,-73.9779,13
844,40.7347,-73.9909,17
845,40.7724,-73.9586,13
846,40.7341,-73.9992,17
847,40.7503,-73.9688,13
848,40.7721,-73.9559,22
849,40.7366,-73.989,33
850,40.7446,-73.9811,14
851,40.7496,-73.9918,17
852,40.645,-73.7812,32
853,40.6467,-73.7901,13
854,40.7648,-73.988,14
855,40.7402,-73.9821,21
856,40.7678,-73.9641,18
857,40.7579,-73.9893,13
858,40.7565,-73.9905,18
859,40.7933,-73.9673,18
860,40.7691,-73.9655,13
861,40.7505,-73.9746,16
862,40.7403,-73.9864,13
863,40.7639,-73.9732,14
864,40.7441,-73.9857,13
865,40.7381,-74.0042,16
866,40.7694,-73.952,14
867,40.7502,-73.9949,23
868,40.7459,-73.9905,15
869,40.7523,-73.9779,24
870,40.7442,-74.0067,37
871,40.7525,-73.9782,22
872,40.7382,-73.9879,22
873,40.7635,-73.9672,13
874,40.7439,-73.9995,15
875,40.7433,-73.9999,16
876,40.7701,-73.8635,29
877,40.7671,-73.9625,18
878,40.7551,-73.9755,15
879,40.7781,-73.9567,13
880,40.7418,-73.975,14
881,40.783,-73.9529,13
882,40.7491,-73.9923,20
883,40.737,-73.9886,14
884,40.781,-73.9813,16
885,40.6445,-73.7819,14
886,40.7667,-73.9788,16
887,40.7483,-73.9848,17
888,40.7645,-73.9729,27
889,40.7899,-73.966,14
890,40.7454,-73.991,15
891,40.6415,-73.788,21
892,40.7374,-73.9926,13
893,40.7685,-73.9678,15
894,40.7568,-73.99,26
895,40.7844,-73.9471,13
896,40.7653,-73.9639,13
897,40.7688,-73.863,51
898,40.7822,-73.956,13
899,40.7907,-73.9655,15
900,40.7683,-73.9819,13
901,40.7739,-73.8709,18
902,40.7792,-73.9623,22
903,40.7731,-73.8855,31
904,40.7699,-73.8637,57
905,40.8054,-73.966,17
906,40.7617,-73.975,14
907,40.7784,-73.9822,13
908,40.7916,-73.9649,17
909,40.7508,-74.002,13
910,40.7402,-73.9907,16
911,40.7641,-73.9648,17
912,40.7223,-73.9972,14
913,40.6449,-73.7816,15
914,40.7568,-73.9901,21
915,40.764,-73.9362,14
916,40.7406,-74.002,14
917,40.7421,-73.985,17
918,40.6447,-73.7822,51
919,40.7781,-73.9545,18
920,40.7023,-74.0128,20
921,40.7422,-73.9779,18
922,40.7466,-74.0015,16
923,40.7677,-73.9621,20
924,40.7502,-73.9944,17
925,40.6448,-73.782,49
926,40.7743,-73.9594,22
927,40.7811,-73.9814,13
928,40.75,-73.9916,83
929,40.7332,-73.9874,15
930,40.7808,-73.9814,30
931,40.7456,-74.0057,17
932,40.7832,-73.9529,33
933,40.7644,-73.9709,19
934,40.7841,-73.9564,15
935,40.7743,-73.9614,13
936,40.744,-73.9836,15
937,40.7392,-74.003,16
938,40.7498,-73.9913,40
939,40.7665,-73.9569,13
940,40.7744,-73.9774,14
941,40.7823,-73.9485,13
942,40.7515,-73.9941,18
943,40.7782,-73.9783,15
