,lat,long,taxi_type,trip_count
94228,40.7146,-74.0133,y,1
94229,40.7341,-73.9549,y,1
94230,40.7862,-73.95,y,1
94231,40.7179,-73.9933,y,1
94232,40.7787,-73.9775,y,1
94233,40.74,-73.9893,y,1
94234,40.7492,-73.996,y,1
94235,40.7685,-73.984,y,1
94236,40.7786,-73.9824,y,1
94237,40.7631,-73.9921,y,1
94238,40.7314,-73.9913,y,1
94239,40.7335,-74.0083,y,1
94240,40.7475,-73.9916,y,1
94241,40.7583,-73.9838,y,1
94242,40.7915,-73.9683,y,1
94243,40.7726,-73.9551,y,1
94244,40.7554,-73.8871,y,1
94245,40.7222,-74.0011,y,1
94246,40.7477,-73.9915,y,1
94247,40.7308,-74.0045,y,1
94248,40.7783,-73.9458,y,1
94249,40.8044,-73.9552,y,1
94250,40.7742,-73.9224,y,1
94251,40.7727,-73.9538,y,1
94252,40.7253,-73.9995,y,1
94253,40.739,-73.9887,y,1
94254,40.7692,-73.9593,y,1
94255,40.769,-73.9579,y,1
94256,40.6459,-73.8002,y,1
94257,40.748,-73.99,y,1
94258,40.7277,-73.9793,y,1
94259,40.7483,-74.0076,y,1
94260,40.7377,-73.9921,y,1
94261,40.7456,-73.9887,y,1
94262,40.7793,-73.951,y,1
94263,40.7595,-73.9795,y,1
94264,40.6976,-73.9948,y,1
94265,40.7398,-73.9863,y,1
94266,40.7207,-74.0081,y,1
94267,40.6722,-73.9565,y,1
94268,40.7737,-73.9636,y,1
94269,40.7331,-73.9808,y,1
94270,40.7309,-73.9958,y,1
94271,40.7906,-73.9759,y,1
94272,40.755,-73.9999,y,1
94273,40.7732,-73.9606,y,1
94274,40.7635,-73.97,y,1
94275,40.7279,-73.9862,y,1
94276,40.8094,-73.9574,y,1
94277,40.7211,-73.9979,y,1
94278,40.7214,-73.9584,y,1
94279,40.7091,-74.009,y,1
94280,40.6673,-73.9878,y,1
94281,40.7728,-73.9896,y,1
94282,40.775,-73.9454,y,1
94283,40.7167,-74.0039,y,1
94284,40.7162,-74.0015,y,1
94285,40.708,-74.0139,y,1
94286,40.7651,-73.9625,y,1
94287,40.7698,-73.9875,y,1
94288,40.7421,-73.9751,y,1
94289,40.7714,-73.875,y,1
94290,40.7767,-73.9486,y,1
94291,40.6902,-73.9943,y,1
94292,40.7717,-73.9491,y,1
94293,40.726,-73.9959,y,1
94294,40.781,-73.961,y,1
94295,40.7621,-73.9939,y,1
94296,40.7046,-74.0131,y,1
94297,40.7275,-74.0075,y,1
94298,40.7113,-73.9488,y,1
94299,40.761,-73.956,y,1
94300,40.7245,-73.9905,y,1
94301,40.7577,-73.9678,y,1
94302,40.7674,-73.9813,y,1
94303,40.7733,-73.9785,y,1
94304,40.7399,-73.9876,y,1
94305,40.76,-73.9913,y,1
94306,40.7556,-73.9361,y,1
94307,40.7414,-73.9862,y,1
94308,40.7184,-73.9908,y,1
94309,40.7565,-73.9857,y,1
94310,40.7577,-73.9842,y,1
94311,40.724,-73.9883,y,1
94312,40.7452,-73.9953,y,1
94313,40.7426,-73.9999,y,1
94314,40.7551,-73.9693,y,1
94315,40.7933,-73.9408,y,1
94316,40.6084,-74.0736,y,1
94317,40.7629,-73.9799,y,1
94318,40.7179,-73.9972,y,1
94319,40.7221,-73.9856,y,1
94320,40.7287,-73.9986,y,1
94321,40.7564,-73.9612,y,1
94322,40.722,-74.0052,y,1
94323,40.8012,-73.9475,y,1
94324,40.7427,-73.9996,y,1
94325,40.709,-74.0055,y,1
94326,40.7259,-73.9776,y,1
94327,40.7333,-73.9996,y,1
94328,40.7963,-73.9708,y,1
94329,40.6933,-73.9674,y,1
94330,40.7197,-73.9985,y,1
94331,40.6436,-73.7915,y,1
94332,40.867,-73.9234,y,1
94333,40.7524,-73.9391,y,1
94334,40.7072,-74.0124,y,1
94335,40.7611,-73.9239,y,1
94336,40.7387,-73.9939,y,1
94337,40.7381,-73.9942,y,1
94338,40.7254,-73.9456,y,1
94339,40.729,-73.9907,y,1
94340,40.7167,-74.0151,y,1
94341,40.7724,-73.9536,y,1
94342,40.712,-74.0141,y,1
94343,40.7762,-73.9819,y,1
94344,40.7944,-73.9736,y,1
94345,40.7441,-73.9739,y,1
94346,40.7579,-73.9652,y,1
94347,40.7218,-73.9976,y,1
94348,40.7625,-73.9627,y,1
94349,40.7442,-73.9894,y,1
94350,40.7477,-73.9843,y,1
94351,40.7113,-73.9476,y,1
94352,40.7482,-73.9731,y,1
94353,40.8132,-73.9559,y,1
94354,40.7532,-73.9718,y,1
94355,40.7481,-74.0033,y,1
94356,40.7429,-73.9852,y,1
94357,40.7629,-73.9616,y,1
94358,40.7147,-73.9589,y,1
94359,40.7593,-73.9805,y,1
94360,40.7527,-73.9886,y,1
94361,40.7673,-73.9753,y,1
94362,40.7211,-73.9887,y,1
94363,40.7499,-73.9962,y,1
94364,40.7457,-73.9785,y,1
94365,40.7192,-74.0122,y,1
94366,40.7522,-73.9772,y,1
94367,40.7322,-73.9744,y,1
94368,40.7816,-73.9543,y,1
94369,40.7514,-73.9839,y,1
94370,40.7794,-73.9844,y,1
94371,40.7212,-74.0014,y,1
94372,40.732,-74.0063,y,1
94373,40.7281,-73.9907,y,1
94374,40.7242,-74.0077,y,1
94375,40.7452,-73.9893,y,1
94376,40.7934,-73.9667,y,1
94377,40.639,-73.969,y,1
94378,40.7619,-73.9817,y,1
94379,40.7767,-73.9566,y,1
94380,40.7584,-73.9666,y,1
94381,40.7367,-73.9305,y,1
94382,40.7486,-73.9944,y,1
94383,40.7774,-73.9566,y,1
94384,40.7696,-73.958,y,1
94385,40.7661,-73.967,y,1
94386,40.8022,-73.9441,y,1
94387,40.7157,-74.0095,y,1
94388,40.7344,-73.9928,y,1
94389,40.7102,-74.0137,y,1
94390,40.7605,-73.9752,y,1
94391,40.7721,-73.9676,y,1
94392,40.7641,-73.9817,y,1
94393,40.7452,-73.9802,y,1
94394,40.7681,-73.9545,y,1
94395,40.7343,-73.9936,y,1
94396,40.7421,-73.9897,y,1
94397,40.7104,-73.99,y,1
94398,40.7281,-74.0049,y,1
94399,40.7338,-74.0021,y,1
94400,40.7616,-73.9776,y,1
94401,40.7377,-73.9888,y,1
94402,40.7538,-73.9962,y,1
94403,40.7115,-74.01,y,1
94404,40.7639,-73.9752,y,1
94405,40.7379,-73.9962,y,1
94406,40.7172,-73.9987,y,1
94407,40.7641,-73.9856,y,1
94408,40.7764,-73.9604,y,1
94409,40.7532,-73.9766,y,1
94410,40.7719,-73.9813,y,1
94411,40.7994,-73.9359,y,1
94412,40.7781,-73.9528,y,1
94413,40.7151,-73.9841,y,1
94414,40.7774,-73.9567,y,1
94415,40.7775,-73.9503,y,1
94416,40.8503,-73.9356,y,1
94417,40.6446,-73.7863,y,1
94418,40.7506,-73.9455,y,1
94419,40.7854,-73.9433,y,1
94420,40.7549,-73.9833,y,1
94421,40.7615,-73.9986,y,1
94422,40.7719,-73.9518,y,1
94423,40.7764,-73.9526,y,1
94424,40.7718,-73.9789,y,1
94425,40.8047,-73.9516,y,1
94426,40.6644,-73.802,y,1
94427,40.8001,-73.9404,y,1
94428,40.7474,-73.9873,y,1
94429,40.7138,-74.0147,y,1
94430,40.7454,-73.9818,y,1
94431,40.7526,-73.974,y,1
94432,40.7819,-73.9591,y,1
94433,40.7859,-73.9569,y,1
94434,40.7645,-73.9681,y,1
94435,40.7461,-73.9884,y,1
94436,40.764,-73.9748,y,1
94437,40.7543,-73.9836,y,1
94438,40.642,-73.7895,y,1
94439,40.7365,-73.9796,y,1
94440,40.7727,-73.9455,y,1
94441,40.783,-73.95,y,1
94442,40.8026,-73.9449,y,1
94443,40.7669,-73.9659,y,1
94444,40.7475,-73.9869,y,1
94445,40.7245,-74.0094,y,1
94446,40.7535,-73.9985,y,1
94447,40.7619,-74.0018,y,1
94448,40.7493,-73.9751,y,1
94449,40.7232,-74.0048,y,1
94450,40.7348,-73.9886,y,1
94451,40.812,-73.9299,y,1
94452,40.7843,-73.9471,y,1
94453,40.7471,-73.8924,y,1
94454,40.6636,-73.8021,y,1
94455,40.7338,-74.0066,y,1
94456,40.7973,-73.9707,y,1
94457,40.797,-73.9406,y,1
94458,40.7497,-73.9692,y,1
94459,40.7765,-73.9606,y,1
94460,40.7046,-74.0161,y,1
94461,40.7517,-74.0062,y,1
94462,40.7775,-73.9553,y,1
94463,40.7481,-73.9712,y,1
94464,40.7355,-73.9919,y,1
94465,40.7579,-73.9706,y,1
94466,40.7541,-73.9425,y,1
94467,40.741,-73.9747,y,1
94468,40.7708,-73.959,y,1
94469,40.7603,-73.9753,y,1
94470,40.7385,-73.9779,y,1
94471,40.7635,-73.9806,y,1
94472,40.7424,-73.9589,y,1
94473,40.7396,-73.9795,y,1
94474,40.7739,-73.875,y,1
94475,40.7073,-73.9316,y,1
94476,40.7243,-74.0014,y,1
94477,40.7684,-73.9857,y,1
94478,40.8393,-73.9412,y,1
94479,40.7102,-74.0108,y,1
94480,40.7638,-73.9623,y,1
94481,40.7518,-73.9869,y,1
94482,40.7337,-74.0044,y,1
94483,40.7649,-73.9589,y,1
94484,40.7848,-73.9494,y,1
94485,40.7181,-74.0126,y,1
94486,40.7477,-73.9911,y,1
94487,40.7954,-73.9691,y,1
94488,40.752,-73.896,y,1
94489,40.7674,-73.9591,y,1
94490,40.7578,-73.966,y,1
94491,40.643,-73.7891,y,1
94492,40.7313,-74.0048,y,1
94493,40.7043,-74.0122,y,1
94494,40.7401,-73.994,y,1
94495,40.7754,-73.9499,y,1
94496,40.707,-74.0176,y,1
94497,40.7296,-74.0071,y,1
94498,40.7457,-74.0085,y,1
94499,40.793,-73.9734,y,1
94500,40.7142,-73.9807,y,1
94501,40.7552,-73.9879,y,1
94502,40.7422,-73.9082,y,1
94503,40.7763,-73.9553,y,1
94504,40.7271,-73.9768,y,1
94505,40.7754,-73.9835,y,1
94506,40.7216,-73.9847,y,1
94507,40.7726,-73.8764,y,1
94508,40.7259,-73.9935,y,1
94509,40.7344,-74.0018,y,1
94510,40.7807,-73.984,y,1
94511,40.7883,-73.9786,y,1
94512,40.7638,-73.98,y,1
94513,40.7014,-73.9919,y,1
94514,40.7713,-73.8006,y,1
94515,40.7558,-73.9669,y,1
94516,40.7476,-74.002,y,1
94517,40.7597,-73.9751,y,1
94518,40.7487,-73.9822,y,1
94519,40.7494,-73.9834,y,1
94520,40.7216,-73.9902,y,1
94521,40.7443,-74.0054,y,1
94522,40.7591,-73.9674,y,1
94523,40.7027,-74.0137,y,1
94524,40.8049,-73.9454,y,1
94525,40.7653,-73.9855,y,1
94526,40.7237,-73.9909,y,1
94527,40.7155,-74.0118,y,1
94528,40.7605,-73.9791,y,1
94529,40.7781,-73.9564,y,1
94530,40.7169,-74.004,y,1
94531,40.7659,-73.9531,y,1
94532,40.7144,-73.8075,y,1
94533,40.7128,-74.0112,y,1
94534,40.7106,-73.9855,y,1
94535,40.7013,-73.9879,y,1
94536,40.7472,-73.9875,y,1
94537,40.7363,-74.008,y,1
94538,40.7442,-73.9741,y,1
94539,40.7287,-73.9847,y,1
94540,40.7055,-74.0051,y,1
94541,40.7981,-73.9685,y,1
94542,40.7704,-73.9872,y,1
94543,40.7475,-74.0364,y,1
94544,40.7653,-73.9833,y,1
94545,40.7228,-74.0033,y,1
94546,40.7189,-73.9974,y,1
94547,40.7576,-73.9845,y,1
94548,40.6944,-73.9923,y,1
94549,40.7724,-73.9647,y,1
94550,40.7701,-73.988,y,1
94551,40.6723,-73.987,y,1
94552,40.7544,-73.9921,y,1
94553,40.6837,-73.9764,y,1
94554,40.7479,-73.9832,y,1
94555,40.7352,-73.9851,y,1
94556,40.7058,-74.0101,y,1
94557,40.7499,-73.9863,y,1
94558,40.7329,-73.991,y,1
94559,40.7545,-73.987,y,1
94560,40.7813,-73.9612,y,1
94561,40.7755,-73.9784,y,1
94562,40.7041,-73.9867,y,1
94563,40.7312,-73.9991,y,1
94564,40.7437,-73.9251,y,1
94565,40.7541,-73.9747,y,1
94566,40.7445,-74.0004,y,1
94567,40.7594,-73.9708,y,1
94568,40.7608,-73.9994,y,1
94569,40.7198,-73.9782,y,1
94570,40.7981,-73.9524,y,1
94571,40.7465,-73.9904,y,1
94572,40.7561,-73.9892,y,1
94573,40.7612,-73.9624,y,1
94574,40.7789,-73.9685,y,1
94575,40.7468,-73.994,y,1
94576,40.7555,-73.9931,y,1
94577,40.721,-74.0096,y,1
94578,40.7071,-74.0167,y,1
94579,40.7422,-73.9079,y,1
94580,40.747,-73.9526,y,1
94581,40.7568,-74.0041,y,1
94582,40.7435,-73.9875,y,1
94583,40.7483,-73.8967,y,1
94584,40.8731,-73.9133,y,1
94585,40.721,-74.0041,y,1
94586,40.7346,-73.9939,y,1
94587,40.7152,-74.0084,y,1
94588,40.7342,-74.0071,y,1
94589,40.7444,-73.9951,y,1
94590,40.7212,-73.9887,y,1
94591,40.7601,-73.9794,y,1
94592,40.7297,-73.9541,y,1
94593,40.7516,-74.003,y,1
94594,40.7063,-74.0098,y,1
94595,40.7509,-73.9688,y,1
94596,40.7636,-73.9606,y,1
94597,40.7337,-74.0102,y,1
94598,40.7487,-73.9879,y,1
94599,40.7298,-73.9897,y,1
94600,40.707,-74.0075,y,1
94601,40.8087,-73.9522,y,1
94602,40.7328,-73.9861,y,1
94603,40.7069,-74.0046,y,1
94604,40.7983,-73.9523,y,1
94605,40.7848,-73.9761,y,1
94606,40.7989,-73.9639,y,1
94607,40.7674,-73.9804,y,1
94608,40.7108,-74.0157,y,1
94609,40.7683,-73.9292,y,1
94610,40.7029,-73.9943,y,1
94611,40.8249,-73.9478,y,1
94612,40.7101,-74.0098,y,1
94613,40.7492,-73.9824,y,1
94614,40.8016,-73.9608,y,1
94615,40.7541,-73.9779,y,1
94616,40.7285,-74.0002,y,1
94617,40.749,-73.986,y,1
94618,40.7425,-74.0071,y,1
94619,40.7574,-73.9888,y,1
94620,40.7213,-74.0094,y,1
94621,40.783,-73.972,y,1
94622,40.7946,-73.9624,y,1
94623,40.7662,-73.9199,y,1
94624,40.7313,-74.0079,y,1
94625,40.7569,-73.9924,y,1
94626,40.7666,-73.9657,y,1
94627,40.7563,-73.9918,y,1
94628,40.746,-74.0004,y,1
94629,40.7294,-73.9843,y,1
94630,40.8427,-73.9393,y,1
94631,40.6443,-73.9842,y,1
94632,40.7509,-73.9845,y,1
94633,40.7851,-73.9767,y,1
94634,40.72,-74.0097,y,1
94635,40.7518,-73.9815,y,1
94636,40.7595,-73.9831,y,1
94637,40.7073,-73.9432,y,1
94638,40.8657,-73.9269,y,1
94639,40.7558,-73.998,y,1
94640,40.7352,-73.9803,y,1
94641,40.7412,-74.0083,y,1
94642,40.7848,-73.9499,y,1
94643,40.7757,-73.9794,y,1
94644,40.7598,-73.9653,y,1
94645,40.8112,-73.9388,y,1
94646,40.7805,-73.9542,y,1
94647,40.774,-73.9632,y,1
94648,40.778,-73.9559,y,1
94649,40.7222,-73.9465,y,1
94650,40.7351,-73.9981,y,1
94651,40.7232,-74.0085,y,1
94652,40.7698,-73.9814,y,1
94653,40.7465,-73.9865,y,1
94654,40.7238,-73.9789,y,1
94655,40.7097,-74.0073,y,1
94656,40.7372,-73.9935,y,1
94657,40.7464,-73.9733,y,1
94658,40.7688,-73.892,y,1
94659,40.7521,-73.99,y,1
94660,40.7639,-73.9914,y,1
94661,40.7996,-73.9514,y,1
94662,40.7422,-73.9855,y,1
94663,40.8004,-73.9468,y,1
94664,40.7625,-73.9851,y,1
94665,40.718,-73.9574,y,1
94666,40.7798,-73.9841,y,1
94667,40.7544,-73.9949,y,1
94668,40.7655,-73.9807,y,1
94669,40.7243,-74.0108,y,1
94670,40.727,-74.0,y,1
94671,40.7741,-73.9853,y,1
94672,41.0178,-73.6235,y,1
94673,40.744,-73.9279,y,1
94674,40.7356,-73.9797,y,1
94675,40.7554,-73.9873,y,1
94676,40.7691,-73.9824,y,1
94677,40.8411,-73.9397,y,1
94678,40.7566,-73.961,y,1
94679,40.7895,-73.9793,y,1
94680,40.7345,-74.01,y,1
94681,40.8356,-73.8705,y,1
94682,40.7275,-74.001,y,1
94683,40.7182,-73.9573,y,1
94684,40.7495,-73.9745,y,1
94685,40.7538,-73.9759,y,1
94686,40.7254,-74.0077,y,1
94687,40.7627,-73.9731,y,1
94688,40.746,-73.9969,y,1
94689,40.7063,-74.0127,y,1
94690,40.6503,-73.7855,y,1
94691,40.7487,-73.9806,y,1
94692,40.801,-73.9693,y,1
94693,40.7532,-73.9825,y,1
94694,40.7897,-73.9757,y,1
94695,40.7914,-73.9619,y,1
94696,40.7596,-73.959,y,1
94697,40.7871,-73.9759,y,1
94698,40.7593,-73.9659,y,1
94699,40.726,-73.9974,y,1
94700,40.7318,-73.998,y,1
94701,40.7618,-74.0001,y,1
94702,40.7669,-73.9874,y,1
94703,40.7452,-73.9958,y,1
94704,40.7965,-73.9612,y,1
94705,40.7547,-73.9892,y,1
94706,40.6838,-73.9983,y,1
94707,40.7647,-73.961,y,1
94708,40.7619,-73.9693,y,1
94709,40.7396,-74.0079,y,1
94710,40.7447,-73.9468,y,1
94711,40.8016,-73.9395,y,1
94712,40.7053,-74.0139,y,1
94713,40.7193,-74.0049,y,1
94714,40.801,-73.9462,y,1
94715,40.7403,-73.9899,y,1
94716,40.749,-73.8497,y,1
94717,40.7613,-73.9683,y,1
94718,40.7901,-73.9539,y,1
94719,40.7483,-73.9738,y,1
94720,40.7302,-74.003,y,1
94721,40.7611,-73.9699,y,1
94722,40.7531,-73.9932,y,1
94723,40.7232,-73.9958,y,1
94724,40.7766,-73.9493,y,1
94725,40.7621,-73.9943,y,1
94726,40.8126,-73.9375,y,1
94727,40.7952,-73.9621,y,1
94728,40.7194,-73.9603,y,1
94729,40.7826,-73.9731,y,1
94730,40.7747,-73.9887,y,1
94731,40.7576,-73.964,y,1
94732,40.7644,-73.9724,y,1
94733,40.7624,-73.997,y,1
94734,40.71,-74.0129,y,1
94735,40.7462,-74.0007,y,1
94736,40.7405,-73.9841,y,1
94737,40.7612,-73.9678,y,1
94738,40.7406,-74.007,y,1
94739,40.7611,-73.958,y,1
94740,40.7685,-73.9558,y,1
94741,40.7311,-74.0086,y,1
94742,40.6835,-73.9954,y,1
94743,40.6734,-73.9795,y,1
94744,40.7576,-73.9796,y,1
94745,40.7217,-73.9957,y,1
94746,40.7624,-73.9656,y,1
94747,40.7105,-74.0119,y,1
94748,40.7993,-73.9632,y,1
94749,40.7294,-73.9784,y,1
94750,40.7164,-73.9886,y,1
94751,40.7191,-74.0106,y,1
94752,40.7712,-73.9815,y,1
94753,40.7493,-73.9771,y,1
94754,40.7716,-73.9798,y,1
94755,40.7269,-73.8539,y,1
94756,40.7549,-73.9958,y,1
94757,40.7129,-74.0105,y,1
94758,40.766,-73.9134,y,1
94759,40.7604,-73.9909,y,1
94760,40.7944,-73.9702,y,1
94761,40.7522,-73.9904,y,1
94762,40.7604,-73.9947,y,1
94763,40.7381,-73.9875,y,1
94764,40.7554,-73.9705,y,1
94765,40.6479,-73.7887,y,1
94766,40.7626,-73.9846,y,1
94767,40.7079,-74.0034,y,1
94768,40.792,-73.9383,y,1
94769,40.7654,-73.9915,y,1
94770,40.7407,-73.9793,y,1
94771,40.7772,-73.9574,y,1
94772,40.7098,-74.0163,y,1
94773,40.8014,-73.9681,y,1
94774,40.7312,-73.9997,y,1
94775,40.8418,-73.9423,y,1
94776,40.7621,-73.9848,y,1
94777,40.7425,-73.9974,y,1
94778,40.8003,-73.9405,y,1
94779,40.5839,-74.0858,y,1
94780,40.754,-73.9902,y,1
94781,40.7384,-73.9731,y,1
94782,40.7442,-73.9716,y,1
94783,40.7234,-74.0034,y,1
94784,40.7474,-73.9899,y,1
94785,40.7294,-74.0112,y,1
94786,40.7448,-73.9722,y,1
94787,40.7548,-73.9925,y,1
94788,40.7792,-73.9876,y,1
94789,40.7446,-73.9792,y,1
94790,40.764,-73.9878,y,1
94791,40.7567,-73.9845,y,1
94792,40.6727,-73.9833,y,1
94793,40.7432,-73.9871,y,1
94794,40.7397,-73.9918,y,1
94795,40.7597,-73.9946,y,1
94796,40.7436,-73.98,y,1
94797,40.8175,-73.9609,y,1
94798,40.7623,-73.9832,y,1
94799,40.8189,-73.9279,y,1
94800,40.7408,-73.9936,y,1
94801,40.7233,-73.9928,y,1
94802,40.8097,-73.9442,y,1
94803,40.749,-73.9699,y,1
94804,40.7349,-73.9991,y,1
94805,40.7482,-74.0056,y,1
94806,40.7771,-73.9866,y,1
94807,40.7132,-73.9923,y,1
94808,40.7155,-73.9921,y,1
94809,40.7556,-74.001,y,1
94810,40.7283,-73.9951,y,1
94811,40.762,-73.9842,y,1
94812,40.8142,-73.9451,y,1
94813,40.7564,-73.9672,y,1
94814,40.8008,-73.9653,y,1
94815,40.7398,-74.0052,y,1
94816,40.7431,-74.0016,y,1
94817,40.7428,-73.979,y,1
94818,40.6931,-73.969,y,1
94819,40.6987,-73.9885,y,1
94820,40.7738,-73.978,y,1
94821,40.7514,-73.9698,y,1
94822,40.7472,-73.9734,y,1
94823,40.7557,-73.9899,y,1
94824,40.7513,-73.9793,y,1
94825,40.8071,-73.9415,y,1
94826,40.7803,-73.9498,y,1
94827,40.7727,-73.9469,y,1
94828,40.771,-73.9531,y,1
94829,40.7059,-74.0072,y,1
94830,40.8053,-73.951,y,1
94831,40.7338,-73.9879,y,1
94832,40.6968,-73.9912,y,1
94833,40.7551,-73.9906,y,1
94834,40.6901,-73.9815,y,1
94835,40.7893,-73.9739,y,1
94836,40.7152,-73.9565,y,1
94837,40.7621,-73.9795,y,1
94838,40.7157,-74.0077,y,1
94839,40.7507,-73.9698,y,1
94840,40.8241,-73.9447,y,1
94841,40.7277,-73.991,y,1
94842,40.767,-73.9603,y,1
94843,40.7471,-73.9908,y,1
94844,40.7666,-73.9571,y,1
94845,40.7094,-74.0057,y,1
94846,40.7738,-73.9818,y,1
94847,40.74,-74.0081,y,1
94848,40.7165,-74.0151,y,1
94849,40.7613,-73.9855,y,1
94850,40.756,-73.9854,y,1
94851,40.7861,-73.9516,y,1
94852,40.7706,-73.9808,y,1
94853,40.7557,-73.9932,y,1
94854,40.7673,-73.9218,y,1
94855,40.7704,-73.9908,y,1
94856,40.7408,-73.9763,y,1
94857,40.7283,-73.9978,y,1
94858,40.7718,-73.8697,y,1
94859,40.7908,-73.9393,y,1
94860,40.791,-73.9451,y,1
94861,40.7881,-73.952,y,1
94862,40.7618,-73.9806,y,1
94863,40.7464,-73.9916,y,1
94864,40.697,-73.9529,y,1
94865,40.7589,-73.9783,y,1
94866,40.7464,-73.9814,y,1
94867,40.765,-73.9735,y,1
94868,40.7568,-73.9907,y,1
94869,40.7185,-73.9592,y,1
94870,40.7522,-73.9902,y,1
94871,40.7754,-73.9541,y,1
94872,40.7847,-73.9557,y,1
94873,40.7593,-73.9818,y,1
94874,40.7395,-73.982,y,1
94875,40.7488,-73.9961,y,1
94876,40.7485,-73.9811,y,1
94877,40.7224,-73.9977,y,1
94878,40.7488,-74.0045,y,1
94879,40.7555,-73.9934,y,1
94880,40.7466,-73.9743,y,1
94881,40.7605,-73.9918,y,1
94882,40.786,-73.9513,y,1
94883,40.7599,-73.9962,y,1
94884,40.8007,-73.9655,y,1
94885,40.7515,-73.9817,y,1
94886,40.7158,-74.0146,y,1
94887,40.7541,-73.9664,y,1
94888,40.715,-73.9966,y,1
94889,40.7032,-74.0105,y,1
94890,40.7663,-73.983,y,1
94891,40.7279,-74.0032,y,1
94892,40.7078,-74.0085,y,1
94893,40.7434,-73.9731,y,1
94894,40.6458,-73.7805,y,1
94895,40.7528,-73.9697,y,1
94896,40.7488,-73.9536,y,1
94897,40.8257,-73.9482,y,1
94898,40.7484,-73.9436,y,1
94899,40.7467,-73.974,y,1
94900,40.8157,-73.9581,y,1
94901,40.7245,-73.9985,y,1
94902,40.7759,-73.9837,y,1
94903,40.7704,-73.9619,y,1
94904,40.7784,-73.9481,y,1
94905,40.798,-73.9519,y,1
94906,40.7477,-73.9804,y,1
94907,40.7265,-73.9955,y,1
94908,40.7044,-73.9486,y,1
94909,40.7431,-73.9805,y,1
94910,40.7482,-73.9726,y,1
94911,40.7617,-73.9849,y,1
94912,40.77,-73.9841,y,1
94913,40.7349,-73.9876,y,1
94914,40.7897,-73.9546,y,1
94915,40.7565,-73.996,y,1
94916,40.745,-73.9322,y,1
94917,40.7433,-73.9956,y,1
94918,40.7624,-73.9806,y,1
94919,40.7399,-73.985,y,1
94920,40.7059,-74.0062,y,1
94921,40.6897,-73.9662,y,1
94922,40.7566,-73.9816,y,1
94923,40.6473,-73.7803,y,1
94924,40.7515,-73.9846,y,1
94925,40.7697,-73.9856,y,1
94926,40.7394,-73.8249,y,1
94927,40.7582,-73.9962,y,1
94928,40.7611,-73.9976,y,1
94929,40.7626,-73.9779,y,1
94930,40.7156,-74.0129,y,1
94931,40.7297,-74.004,y,1
94932,40.6829,-73.9927,y,1
94933,40.7593,-73.9878,y,1
94934,40.7625,-74.0003,y,1
94935,40.749,-73.9697,y,1
94936,40.778,-73.9441,y,1
94937,40.7455,-73.9752,y,1
94938,40.7554,-73.888,y,1
94939,40.7613,-73.9603,y,1
94940,40.7921,-73.9506,y,1
94941,40.7404,-73.9296,y,1
94942,40.7516,-73.9336,y,1
94943,40.7587,-73.9884,y,1
94944,40.7466,-73.974,y,1
94945,40.742,-73.997,y,1
94946,40.7608,-73.9724,y,1
94947,40.7244,-74.001,y,1
94948,40.7079,-74.0066,y,1
94949,40.766,-73.9679,y,1
94950,40.6839,-73.9974,y,1
94951,40.7628,-73.9601,y,1
94952,40.7404,-73.9978,y,1
94953,40.7542,-73.9724,y,1
94954,40.7145,-74.0016,y,1
94955,40.79,-73.9458,y,1
94956,40.7411,-74.003,y,1
94957,40.7521,-73.9876,y,1
94958,40.7541,-73.9994,y,1
94959,40.7081,-74.0116,y,1
94960,40.7414,-73.9886,y,1
94961,40.7684,-73.9856,y,1
94962,40.7352,-73.9889,y,1
94963,40.7323,-73.9845,y,1
94964,40.7442,-73.9254,y,1
94965,40.7865,-73.9546,y,1
94966,40.7802,-73.9494,y,1
94967,40.7039,-74.0145,y,1
94968,40.7636,-73.9761,y,1
94969,40.7696,-73.9877,y,1
94970,40.7696,-73.9625,y,1
94971,40.78,-73.9751,y,1
94972,40.7638,-73.9717,y,1
94973,40.7808,-73.9473,y,1
94974,40.7476,-73.9876,y,1
94975,40.7569,-73.9863,y,1
94976,40.7126,-74.0102,y,1
94977,40.7556,-73.9719,y,1
94978,40.7012,-73.9917,y,1
94979,40.7513,-73.9402,y,1
94980,40.7155,-73.994,y,1
94981,40.7423,-73.9861,y,1
94982,40.7506,-73.9986,y,1
94983,40.7542,-73.9981,y,1
94984,40.761,-73.9903,y,1
94985,40.7589,-73.9809,y,1
94986,40.7148,-74.0011,y,1
94987,40.7371,-74.0016,y,1
94988,40.7808,-73.9605,y,1
94989,40.7646,-73.9633,y,1
94990,40.781,-73.9556,y,1
94991,40.7204,-74.0011,y,1
94992,40.7724,-73.961,y,1
94993,40.7907,-73.9743,y,1
94994,40.7618,-73.9606,y,1
94995,40.7904,-73.9497,y,1
94996,40.7085,-73.7993,y,1
94997,40.7631,-73.9688,y,1
94998,40.7445,-73.9442,y,1
94999,40.7339,-73.9969,y,1
95000,40.7587,-73.9664,y,1
95001,40.7225,-74.0033,y,1
95002,40.7331,-73.9929,y,1
95003,40.7204,-74.0013,y,1
95004,40.7629,-73.9662,y,1
95005,40.6939,-73.8114,y,1
95006,40.7778,-73.9839,y,1
95007,40.7088,-73.8185,y,1
95008,40.721,-73.9568,y,1
95009,40.7972,-73.9719,y,1
95010,40.7099,-74.0014,y,1
95011,40.7238,-74.0116,y,1
95012,40.7623,-73.9567,y,1
