,lat,long,taxi_type,trip_count
3922,40.7789,-73.951,y,11
3923,40.7521,-73.9706,y,11
3924,40.7768,-73.9526,y,11
3925,40.7646,-73.977,y,11
3926,40.7619,-73.9602,y,11
3927,40.7612,-73.9638,y,11
3928,40.7556,-73.9751,y,11
3929,40.7417,-73.9853,y,11
3930,40.7863,-73.976,y,11
3931,40.7566,-73.9978,y,11
3932,40.7279,-73.985,y,11
3933,40.7621,-73.9704,y,11
3934,40.7633,-73.9927,y,11
3935,40.7665,-73.9651,y,11
3936,40.7389,-73.9914,y,11
3937,40.735,-73.9911,y,11
3938,40.7315,-73.9884,y,11
3939,40.7623,-73.9683,y,11
3940,40.7648,-73.9664,y,11
3941,40.732,-74.0038,y,11
3942,40.7626,-73.9598,y,11
3943,40.7439,-73.9958,y,11
3944,40.7397,-73.9952,y,11
3945,40.7813,-73.9798,y,11
3946,40.7358,-73.9896,y,11
3947,40.784,-73.9523,y,11
3948,40.7553,-73.9754,y,11
3949,40.7603,-73.9613,y,11
3950,40.7172,-74.0061,y,11
3951,40.7713,-73.9638,y,11
3952,40.772,-73.9674,y,11
3953,40.7342,-74.0026,y,11
3954,40.7292,-73.9842,y,11
3955,40.7618,-73.9662,y,11
3956,40.762,-73.9791,y,11
3957,40.7587,-73.9707,y,11
3958,40.7767,-73.9619,y,11
3959,40.7701,-73.8639,y,11
3960,40.7286,-73.9846,y,11
3961,40.7632,-73.974,y,11
3962,40.7694,-73.9518,y,11
3963,40.7425,-73.9847,y,11
3964,40.7652,-73.955,y,11
3965,40.7282,-73.982,y,11
3966,40.7699,-73.9606,y,11
3967,40.7761,-73.976,y,11
3968,40.7496,-73.9919,y,11
3969,40.7832,-73.9783,y,11
3970,40.7116,-74.0158,y,11
3971,40.7827,-73.9532,y,11
3972,40.7483,-73.9888,y,11
3973,40.7742,-73.9572,y,11
3974,40.773,-73.9626,y,11
3975,40.7473,-73.9742,y,11
3976,40.7645,-73.9772,y,11
3977,40.749,-73.9921,y,11
3978,40.7835,-73.9569,y,11
3979,40.7798,-73.9555,y,11
3980,40.7705,-73.9541,y,11
3981,40.7441,-74.0066,y,11
3982,40.7437,-73.9879,y,11
3983,40.7373,-73.9814,y,11
3984,40.7607,-73.9835,y,11
3985,40.7706,-73.9601,y,11
3986,40.7401,-73.9906,y,11
3987,40.762,-73.9658,y,11
3988,40.7691,-73.955,y,11
3989,40.7432,-73.9926,y,11
3990,40.7748,-73.9632,y,11
3991,40.7332,-73.9813,y,11
3992,40.7643,-73.9883,y,11
3993,40.7518,-73.9756,y,11
3994,40.7325,-74.0035,y,11
3995,40.759,-73.9848,y,11
3996,40.72,-74.0085,y,11
3997,40.7444,-73.9812,y,11
3998,40.7604,-73.9696,y,11
3999,40.7624,-73.9743,y,11
4000,40.7547,-73.9775,y,11
4001,40.7379,-74.0001,y,11
4002,40.7195,-73.9901,y,11
4003,40.7365,-73.9888,y,11
4004,40.715,-74.0159,y,11
4005,40.7645,-73.9808,y,11
4006,40.7701,-73.8642,y,11
4007,40.7832,-73.9804,y,11
4008,40.7729,-73.9605,y,11
4009,40.7507,-74.0058,y,11
4010,40.7796,-73.9735,y,11
4011,40.8006,-73.9681,y,11
4012,40.7439,-73.9878,y,11
4013,40.7744,-73.9573,y,11
4014,40.7669,-73.9792,y,11
4015,40.7615,-73.9606,y,11
4016,40.7306,-73.9805,y,11
4017,40.7352,-73.9899,y,11
4018,40.7692,-73.9551,y,11
4019,40.7424,-73.9827,y,11
4020,40.7368,-73.9846,y,11
4021,40.7723,-73.9826,y,11
4022,40.7788,-73.9542,y,11
4023,40.7552,-73.9713,y,11
4024,40.7498,-73.9951,y,11
4025,40.7282,-74.0072,y,11
4026,40.7652,-73.964,y,11
4027,40.7586,-73.989,y,11
4028,40.7491,-73.9884,y,11
4029,40.7797,-73.956,y,11
4030,40.7704,-73.9686,y,11
4031,40.7641,-73.9649,y,11
4032,40.7345,-74.0022,y,11
4033,40.728,-73.991,y,11
4034,40.7497,-74.0028,y,11
4035,40.7782,-73.9607,y,11
4036,40.7741,-73.9546,y,11
4037,40.7379,-73.9882,y,11
4038,40.7344,-73.9991,y,11
4039,40.774,-73.982,y,11
4040,40.8203,-73.9551,y,11
4041,40.7428,-73.9928,y,11
4042,40.7589,-73.9812,y,11
4043,40.8068,-73.9649,y,11
4044,40.7649,-73.9706,y,11
4045,40.6444,-73.7825,y,11
4046,40.7395,-73.9766,y,11
4047,40.7223,-73.9861,y,11
4048,40.7665,-73.9784,y,11
4049,40.7395,-74.002,y,11
4050,40.765,-73.9661,y,11
4051,40.786,-73.9531,y,11
4052,40.7847,-73.9698,y,11
4053,40.7591,-73.9705,y,11
4054,40.7668,-73.9567,y,11
4055,40.7052,-74.0077,y,11
4056,40.7312,-73.9887,y,11
4057,40.7501,-73.9948,y,11
4058,40.7763,-73.9762,y,11
4059,40.7578,-73.9818,y,11
4060,40.7429,-73.9926,y,11
4061,40.7224,-73.997,y,11
4062,40.7253,-74.0041,y,11
4063,40.7372,-74.0006,y,11
4064,40.744,-73.9734,y,11
4065,40.7504,-73.981,y,11
4066,40.7555,-73.9755,y,11
4067,40.7426,-73.9846,y,11
4068,40.7726,-73.9648,y,11
4069,40.7463,-73.9798,y,11
4070,40.7483,-73.989,y,11
4071,40.7751,-73.9821,y,11
4072,40.7442,-73.9955,y,11
4073,40.7737,-73.9621,y,11
4074,40.7506,-73.9908,y,11
4075,40.7748,-73.9449,y,11
4076,40.7754,-73.9504,y,11
4077,40.7836,-73.9803,y,11
4078,40.7441,-73.9732,y,11
4079,40.7744,-73.9572,y,11
4080,40.7808,-73.9496,y,11
4081,40.7155,-74.0075,y,11
4082,40.7744,-73.9543,y,11
4083,40.7331,-74.0063,y,11
4084,40.7684,-73.9847,y,11
4085,40.7428,-73.9802,y,11
4086,40.7882,-73.9768,y,11
4087,40.7645,-73.9707,y,11
4088,40.7532,-73.9812,y,11
4089,40.7171,-74.0144,y,11
4090,40.7788,-73.9816,y,11
4091,40.7454,-74.006,y,11
4092,40.7433,-74.0073,y,11
4093,40.7114,-74.0103,y,11
4094,40.7687,-73.9615,y,11
4095,40.7522,-73.9756,y,11
4096,40.7401,-73.9823,y,11
4097,40.7834,-73.9478,y,11
4098,40.7442,-74.0068,y,11
4099,40.7409,-73.9942,y,11
4100,40.7435,-73.9769,y,11
4101,40.7353,-73.9942,y,11
4102,40.781,-73.9815,y,11
4103,40.7575,-73.9635,y,11
4104,40.7834,-73.9782,y,11
4105,40.7331,-74.0001,y,11
4106,40.7762,-73.9763,y,11
4107,40.741,-73.9941,y,11
4108,40.7597,-73.965,y,11
4109,40.7472,-73.9743,y,11
4110,40.7626,-73.9657,y,11
4111,40.7785,-73.9454,y,11
4112,40.7802,-73.9501,y,11
4113,40.7527,-73.9783,y,11
4114,40.7291,-73.9921,y,11
4115,40.7495,-73.9922,y,11
4116,40.7841,-73.9545,y,11
4117,40.7738,-73.9619,y,11
4118,40.7444,-73.9854,y,11
4119,40.7683,-73.9826,y,11
4120,40.7315,-73.9827,y,11
4121,40.7618,-73.9938,y,11
4122,40.781,-73.9496,y,11
4123,40.7573,-73.9696,y,11
4124,40.7785,-73.9563,y,11
4125,40.7595,-73.9956,y,11
4126,40.7729,-73.9522,y,11
4127,40.723,-74.005,y,11
4128,40.7279,-74.0072,y,11
4129,40.7349,-73.9907,y,11
4130,40.7521,-73.9778,y,11
4131,40.7806,-73.9765,y,11
4132,40.7333,-74.0031,y,11
4133,40.7189,-73.9903,y,11
4134,40.7422,-74.0042,y,11
4135,40.7822,-73.9719,y,11
4136,40.6467,-73.7897,y,11
4137,40.7188,-73.9881,y,11
4138,40.7404,-73.9862,y,11
4139,40.7394,-74.008,y,11
4140,40.7745,-73.9635,y,11
4141,40.7404,-74.0056,y,11
4142,40.7625,-73.9744,y,11
4143,40.7698,-73.9545,y,11
4144,40.7625,-73.9702,y,11
4145,40.7238,-73.9927,y,11
4146,40.7495,-73.9916,y,11
4147,40.7672,-73.9901,y,11
4148,40.7454,-74.0059,y,11
4149,40.7384,-73.9918,y,11
4150,40.756,-73.9771,y,11
4151,40.7668,-73.9828,y,11
4152,40.7517,-73.9739,y,11
4153,40.7749,-73.9632,y,11
4154,40.7525,-73.9858,y,11
4155,40.7557,-73.9707,y,11
4156,40.7622,-73.9861,y,11
4157,40.7641,-73.9691,y,11
4158,40.7437,-73.9923,y,11
4159,40.7353,-73.9919,y,11
4160,40.7436,-73.9922,y,11
4161,40.6448,-73.7815,y,11
4162,40.7481,-73.9847,y,11
4163,40.7559,-73.9835,y,11
4164,40.7573,-73.9824,y,11
4165,40.7473,-73.9855,y,11
4166,40.7644,-73.9617,y,11
4167,40.7715,-73.9614,y,11
4168,40.7678,-73.9643,y,11
4169,40.7783,-73.9543,y,11
4170,40.7256,-73.9949,y,11
4171,40.7439,-73.9959,y,11
4172,40.7496,-73.9953,y,11
4173,40.6444,-73.7828,y,11
4174,40.7742,-73.9573,y,11
4175,40.786,-73.951,y,11
4176,40.7444,-73.9918,y,11
4177,40.7661,-73.9604,y,11
4178,40.777,-73.9553,y,11
4179,40.7329,-73.9959,y,11
4180,40.7493,-73.9919,y,11
4181,40.7561,-73.9753,y,11
4182,40.7823,-73.9715,y,11
4183,40.7832,-73.9745,y,11
4184,40.7547,-73.978,y,11
4185,40.7572,-73.9668,y,11
4186,40.7188,-73.988,y,11
4187,40.7213,-73.9879,y,11
4188,40.7412,-73.9813,y,11
4189,40.7207,-74.0099,y,11
4190,40.7244,-73.9924,y,11
4191,40.7344,-74.0023,y,11
4192,40.7845,-73.9519,y,11
4193,40.7445,-73.9916,y,11
4194,40.7602,-73.976,y,11
4195,40.7744,-73.9594,y,11
4196,40.7316,-74.0012,y,11
4197,40.7512,-73.9906,y,11
4198,40.7561,-73.975,y,11
4199,40.7521,-73.986,y,11
4200,40.7476,-74.0042,y,11
4201,40.7523,-73.9756,y,11
4202,40.7794,-73.9738,y,11
4203,40.7482,-73.9763,y,11
4204,40.7536,-73.9696,y,11
4205,40.762,-73.9662,y,11
4206,40.7603,-73.9717,y,11
4207,40.7859,-73.9509,y,11
4208,40.753,-73.9929,y,11
4209,40.7548,-73.9799,y,11
4210,40.7727,-73.9787,y,11
4211,40.779,-73.982,y,11
4212,40.7764,-73.9623,y,11
4213,40.7594,-73.9919,y,11
4214,40.7406,-73.9944,y,11
4215,40.768,-73.9639,y,11
4216,40.7661,-73.9796,y,11
4217,40.7429,-73.9865,y,11
4218,40.7601,-73.9914,y,11
4219,40.7651,-73.9551,y,11
4220,40.7382,-73.9836,y,11
4221,40.7266,-74.0074,y,11
4222,40.7468,-73.9773,y,11
4223,40.7722,-73.9525,y,11
4224,40.7442,-73.9732,y,11
4225,40.7797,-73.9558,y,11
4226,40.7478,-73.9851,y,11
4227,40.7859,-73.9783,y,11
4228,40.7052,-74.0076,y,11
4229,40.7743,-73.9573,y,11
4230,40.7789,-73.9539,y,11
4231,40.7672,-73.99,y,11
4232,40.74,-73.9865,y,11
4233,40.7522,-73.9859,y,11
4234,40.7624,-73.9745,y,11
4235,40.7838,-73.9778,y,11
4236,40.7626,-73.9785,y,11
4237,40.7578,-73.9779,y,11
4238,40.7404,-74.0021,y,11
4239,40.7145,-74.0157,y,11
4240,40.739,-74.0031,y,11
4241,40.7651,-73.9579,y,11
4242,40.7677,-73.9811,y,11
4243,40.6456,-73.7767,y,11
4244,40.7418,-73.9973,y,11
4245,40.7419,-73.9747,y,11
4246,40.7661,-73.987,y,11
4247,40.7654,-73.9547,y,11
4248,40.7398,-74.0023,y,11
4249,40.7496,-73.9922,y,11
4250,40.7305,-74.0068,y,11
4251,40.7431,-73.9926,y,11
4252,40.7553,-73.9752,y,11
4253,40.7647,-73.9705,y,11
4254,40.7444,-74.0065,y,11
4255,40.8031,-73.9676,y,11
4256,40.7398,-73.9952,y,11
4257,40.7892,-73.9666,y,11
4258,40.7877,-73.9769,y,11
4259,40.7831,-73.9552,y,11
4260,40.7415,-73.9854,y,11
4261,40.7143,-74.0154,y,11
4262,40.7672,-73.9863,y,11
4263,40.7616,-73.9748,y,11
4264,40.7687,-73.9614,y,11
4265,40.7341,-74.0062,y,11
4266,40.7197,-74.0052,y,11
4267,40.7684,-73.9853,y,11
4268,40.7305,-74.0026,y,11
4269,40.7142,-74.0146,y,11
4270,40.7655,-73.9837,y,11
4271,40.7501,-73.995,y,11
4272,40.7403,-73.9946,y,11
4273,40.788,-73.9767,y,11
4274,40.7732,-73.9645,y,11
4275,40.7418,-74.0038,y,11
4276,40.774,-73.8712,y,11
4277,40.7889,-73.9761,y,11
4278,40.7449,-73.9952,y,11
4279,40.7724,-73.9669,y,11
4280,40.7776,-73.9593,y,11
4281,40.7257,-73.9919,y,11
4282,40.7382,-74.0041,y,11
4283,40.7633,-73.9696,y,11
4284,40.7496,-73.9921,y,11
4285,40.7415,-73.9855,y,11
4286,40.7746,-73.9541,y,11
4287,40.7467,-73.9839,y,11
4288,40.7556,-73.9681,y,11
4289,40.7829,-73.9594,y,11
4290,40.647,-73.7896,y,11
4291,40.7931,-73.9675,y,11
4292,40.7788,-73.9583,y,11
4293,40.755,-73.9685,y,11
4294,40.7595,-73.962,y,11
4295,40.7561,-73.9911,y,11
4296,40.7491,-74.0032,y,11
4297,40.7471,-73.9972,y,11
4298,40.7639,-73.9589,y,11
4299,40.7403,-74.0021,y,11
4300,40.7431,-74.0076,y,11
4301,40.7621,-73.9747,y,11
4302,40.7301,-73.9893,y,11
4303,40.7604,-73.9613,y,11
4304,40.6449,-73.7822,y,11
4305,40.7515,-73.9939,y,11
4306,40.7736,-73.9779,y,11
4307,40.7554,-73.9757,y,11
4308,40.7491,-73.9727,y,11
4309,40.7571,-73.9743,y,11
4310,40.7555,-73.9912,y,11
4311,40.735,-73.9985,y,11
4312,40.768,-73.9681,y,11
4313,40.7795,-73.9447,y,11
4314,40.7559,-73.9771,y,11
4315,40.7418,-74.0011,y,11
4316,40.7585,-73.9816,y,11
4317,40.763,-73.9698,y,11
4318,40.7635,-73.9591,y,11
4319,40.7593,-73.9957,y,11
4320,40.7543,-73.9659,y,11
4321,40.7792,-73.9448,y,11
4322,40.7598,-73.9878,y,11
4323,40.6438,-73.7904,y,11
4324,40.7458,-73.9944,y,11
4325,40.7725,-73.9821,y,11
4326,40.7648,-73.9706,y,11
4327,40.7803,-73.9593,y,11
4328,40.7597,-73.9917,y,11
4329,40.7513,-73.9906,y,11
4330,40.7453,-73.9911,y,11
4331,40.7366,-73.9932,y,11
4332,40.7589,-73.9727,y,11
4333,40.7418,-73.9852,y,11
4334,40.7791,-73.9813,y,11
4335,40.7434,-73.9861,y,11
4336,40.7511,-73.9712,y,11
4337,40.7692,-73.8629,y,11
4338,40.7494,-73.9775,y,11
4339,40.7446,-73.9759,y,11
4340,40.7863,-73.9529,y,11
4341,40.7393,-73.9869,y,11
4342,40.7249,-73.9956,y,11
4343,40.7553,-73.9732,y,11
4344,40.7659,-73.9835,y,11
4345,40.7641,-73.9587,y,11
4346,40.6472,-73.7896,y,11
4347,40.7426,-73.9825,y,11
4348,40.7322,-73.9819,y,11
4349,40.7826,-73.9534,y,11
4350,40.7528,-73.9856,y,11
4351,40.7757,-73.9764,y,11
4352,40.7727,-73.9821,y,11
4353,40.7152,-73.9923,y,11
4354,40.7605,-73.9949,y,11
4355,40.7626,-73.9786,y,11
4356,40.746,-73.9943,y,11
4357,40.7421,-73.9892,y,11
4358,40.7437,-73.9921,y,11
4359,40.7502,-74.0023,y,11
4360,40.7668,-73.9538,y,11
4361,40.766,-73.9834,y,11
4362,40.782,-73.956,y,11
4363,40.7636,-73.9735,y,11
4364,40.7859,-73.9786,y,11
4365,40.7589,-73.986,y,11
4366,40.7521,-73.9935,y,11
4367,40.7619,-73.9791,y,11
4368,40.752,-74.0046,y,11
4369,40.7418,-74.0044,y,11
4370,40.647,-73.7902,y,11
4371,40.6467,-73.7786,y,11
4372,40.7724,-73.9821,y,11
4373,40.7476,-73.9851,y,11
4374,40.7477,-74.0042,y,11
4375,40.7523,-73.9858,y,11
4376,40.7736,-73.9517,y,11
4377,40.7384,-73.9995,y,11
4378,40.7233,-73.9884,y,11
4379,40.7794,-73.9553,y,11
4380,40.7794,-73.9446,y,11
4381,40.7397,-73.9909,y,11
4382,40.7559,-73.9872,y,11
4383,40.7831,-73.9528,y,11
4384,40.7369,-74.0055,y,11
4385,40.7845,-73.9541,y,11
4386,40.7748,-73.959,y,11
4387,40.7628,-73.9677,y,11
4388,40.6467,-73.7785,y,11
4389,40.7506,-73.9874,y,11
4390,40.7612,-73.9668,y,11
4391,40.7643,-73.9959,y,11
4392,40.7573,-73.9781,y,11
4393,40.7361,-73.9936,y,11
4394,40.7738,-73.9457,y,11
4395,40.7668,-73.9691,y,11
4396,40.7644,-73.9771,y,11
4397,40.7346,-73.9903,y,11
4398,40.7433,-74.0074,y,11
4399,40.7667,-73.9568,y,11
4400,40.767,-73.954,y,11
4401,40.7953,-73.9658,y,11
4402,40.7287,-73.9845,y,11
4403,40.7821,-73.9538,y,11
4404,40.7724,-73.9607,y,11
4405,40.7572,-73.9696,y,11
4406,40.762,-73.9603,y,11
4407,40.7269,-74.0034,y,11
4408,40.7759,-73.9561,y,11
4409,40.7284,-73.9819,y,11
4410,40.749,-73.9919,y,11
4411,40.7449,-73.9786,y,11
4412,40.7278,-73.991,y,11
4413,40.7548,-73.9779,y,11
4414,40.7737,-73.9457,y,11
4415,40.7356,-73.9855,y,11
4416,40.7546,-73.9917,y,11
4417,40.7367,-74.0057,y,11
4418,40.7642,-73.9557,y,11
4419,40.758,-73.9663,y,11
4420,40.752,-73.9757,y,11
4421,40.7634,-73.9693,y,11
4422,40.7715,-73.9504,y,11
4423,40.7849,-73.9734,y,11
4424,40.7822,-73.9559,y,11
4425,40.7612,-73.9868,y,11
4426,40.732,-73.982,y,11
4427,40.7991,-73.963,y,11
4428,40.7642,-73.9668,y,11
4429,40.7598,-73.965,y,11
4430,40.7593,-73.9883,y,11
4431,40.7582,-73.9712,y,11
4432,40.7611,-73.9691,y,11
4433,40.7886,-73.9553,y,11
4434,40.7425,-73.9931,y,11
4435,40.7579,-73.9894,y,11
4436,40.743,-74.0075,y,11
4437,40.7418,-73.9782,y,11
4438,40.7737,-73.9597,y,11
4439,40.7625,-73.9787,y,11
4440,40.7205,-73.9872,y,11
4441,40.7678,-73.956,y,11
4442,40.7629,-73.9655,y,11
4443,40.7632,-73.9739,y,11
4444,40.7427,-73.9928,y,11
4445,40.7486,-73.9885,y,11
4446,40.7512,-73.9903,y,11
4447,40.7641,-73.9733,y,11
4448,40.71,-74.0163,y,11
4449,40.7254,-74.004,y,11
4450,40.7592,-73.9921,y,11
4451,40.7803,-73.955,y,11
4452,40.726,-73.9919,y,11
4453,40.7548,-73.9842,y,11
4454,40.7698,-73.9546,y,11
4455,40.7272,-73.9937,y,11
4456,40.7617,-73.9664,y,11
4457,40.7761,-73.956,y,11
4458,40.7302,-73.9928,y,11
4459,40.7389,-73.983,y,11
4460,40.7927,-73.9734,y,11
4461,40.7401,-73.995,y,11
4462,40.7554,-73.9751,y,11
4463,40.7515,-73.9757,y,11
4464,40.7431,-73.9845,y,11
4465,40.76,-73.9649,y,11
4466,40.7572,-73.9825,y,11
4467,40.7525,-73.9755,y,11
4468,40.7815,-73.9583,y,11
4469,40.7684,-73.9848,y,11
4470,40.7279,-73.9851,y,11
4471,40.7557,-73.9751,y,11
4472,40.7732,-73.9551,y,11
4473,40.7461,-73.9905,y,11
4474,40.7823,-73.9809,y,11
4475,40.7847,-73.956,y,11
4476,40.7842,-73.9544,y,11
4477,40.7495,-73.9754,y,11
4478,40.7369,-74.0083,y,11
4479,40.7147,-74.0161,y,11
4480,40.7623,-73.9682,y,11
4481,40.6444,-73.7821,y,11
4482,40.7443,-73.9763,y,11
4483,40.7621,-73.9787,y,11
4484,40.7618,-73.9791,y,11
4485,40.7596,-73.9725,y,11
4486,40.7217,-73.989,y,11
4487,40.7526,-73.978,y,11
4488,40.7717,-73.9594,y,11
4489,40.7562,-73.9676,y,11
4490,40.7834,-73.959,y,11
4491,40.7786,-73.9541,y,11
4492,40.6451,-73.7811,y,11
4493,40.7499,-73.9938,y,11
4494,40.7453,-73.9785,y,11
4495,40.7582,-73.9818,y,11
4496,40.777,-73.9554,y,11
4497,40.7362,-74.0059,y,11
4498,40.7521,-73.9773,y,11
4499,40.769,-73.9886,y,11
4500,40.764,-73.9712,y,11
4501,40.7318,-73.9914,y,11
4502,40.7801,-73.955,y,11
4503,40.7712,-73.9535,y,11
4504,40.752,-73.9756,y,11
4505,40.7607,-73.9694,y,11
4506,40.7657,-73.9799,y,11
4507,40.722,-74.0041,y,11
4508,40.7654,-73.9837,y,11
4509,40.7499,-73.9721,y,11
4510,40.7663,-73.987,y,11
4511,40.7753,-73.9823,y,11
4512,40.7377,-73.984,y,11
4513,40.6737,-73.8013,y,11
4514,40.7819,-73.9757,y,11
4515,40.7851,-73.9578,y,11
4516,40.7578,-73.9715,y,11
4517,40.7727,-73.9496,y,11
4518,40.762,-73.9657,y,11
4519,40.7212,-73.9877,y,11
4520,40.6472,-73.7894,y,11
4521,40.7348,-73.9909,y,11
4522,40.7363,-73.979,y,11
4523,40.7717,-73.9592,y,11
4524,40.6439,-73.7902,y,11
4525,40.7628,-73.9741,y,11
4526,40.7731,-73.9461,y,11
4527,40.7651,-73.955,y,11
4528,40.759,-73.9726,y,11
4529,40.7453,-74.0023,y,11
4530,40.7389,-73.9916,y,11
4531,40.7717,-73.9532,y,11
4532,40.722,-73.9864,y,11
4533,40.7829,-73.9481,y,11
4534,40.7393,-73.9954,y,11
4535,40.745,-73.9949,y,11
4536,40.7507,-73.9786,y,11
4537,40.7659,-73.9764,y,11
4538,40.7725,-73.9466,y,11
4539,40.7714,-73.9566,y,11
4540,40.7578,-73.982,y,11
4541,40.7803,-73.9571,y,11
4542,40.7374,-74.0048,y,11
4543,40.7486,-73.9886,y,11
4544,40.7485,-73.9803,y,11
4545,40.7632,-73.9736,y,11
4546,40.7421,-73.9971,y,11
4547,40.7261,-73.9919,y,11
4548,40.7794,-73.962,y,11
4549,40.7588,-73.9625,y,11
4550,40.7747,-73.957,y,11
4551,40.7294,-73.9872,y,11
4552,40.7592,-73.9726,y,11
4553,40.7479,-73.9849,y,11
4554,40.753,-73.9856,y,11
4555,40.7201,-73.9883,y,11
4556,40.7384,-73.9854,y,11
4557,40.7615,-73.975,y,11
4558,40.7373,-73.9968,y,11
4559,40.7838,-73.9547,y,11
4560,40.7557,-73.9749,y,11
4561,40.773,-73.9581,y,11
4562,40.7445,-74.0029,y,11
4563,40.7371,-73.9844,y,11
4564,40.7654,-73.9821,y,11
4565,40.7579,-73.9892,y,11
4566,40.7698,-73.9515,y,11
4567,40.6435,-73.79,y,11
4568,40.7634,-73.9593,y,11
4569,40.7281,-73.988,y,11
4570,40.7621,-73.9748,y,11
4571,40.7669,-73.9828,y,11
4572,40.7932,-73.9674,y,11
4573,40.7742,-73.8725,y,11
4574,40.7732,-73.9781,y,11
4575,40.7403,-74.002,y,11
4576,40.7026,-74.0125,y,11
4577,40.7877,-73.9559,y,11
4578,40.7594,-73.9724,y,11
4579,40.779,-73.9542,y,11
4580,40.7621,-73.9663,y,11
4581,40.763,-73.9857,y,11
4582,40.7379,-74.0044,y,11
4583,40.7545,-73.9688,y,11
4584,40.7684,-73.982,y,11
4585,40.7501,-74.0024,y,11
4586,40.7318,-74.0012,y,11
4587,40.7054,-74.007,y,11
4588,40.7733,-73.9782,y,11
4589,40.7632,-73.9742,y,11
4590,40.7901,-73.9752,y,11
4591,40.749,-73.9758,y,11
4592,40.745,-73.9913,y,11
4593,40.7867,-73.9722,y,11
4594,40.7572,-73.9902,y,11
4595,40.7557,-73.9729,y,11
4596,40.7456,-74.0056,y,11
4597,40.7414,-73.9856,y,11
4598,40.762,-73.9787,y,11
4599,40.7771,-73.9616,y,11
4600,40.7513,-73.9759,y,11
4601,40.7954,-73.9657,y,11
4602,40.7396,-73.9911,y,11
4603,40.7368,-74.001,y,11
4604,40.7552,-73.9752,y,11
4605,40.7347,-73.9908,y,11
4606,40.7795,-73.9773,y,11
4607,40.7643,-73.969,y,11
4608,40.752,-73.9753,y,11
4609,40.7636,-73.9696,y,11
4610,40.762,-73.9706,y,11
4611,40.7787,-73.9562,y,11
4612,40.7376,-74.0082,y,11
4613,40.7645,-73.9773,y,11
4614,40.7393,-74.0027,y,11
4615,40.7397,-73.9953,y,11
4616,40.765,-73.9551,y,11
4617,40.7677,-73.981,y,11
4618,40.7661,-73.9834,y,11
4619,40.7718,-73.959,y,11
4620,40.7679,-73.9622,y,11
4621,40.7564,-73.9908,y,11
4622,40.7468,-73.9901,y,11
4623,40.7525,-73.9815,y,11
4624,40.7809,-73.9589,y,11
4625,40.7237,-73.9853,y,11
4626,40.7793,-73.9737,y,11
4627,40.7223,-73.9871,y,11
4628,40.7473,-73.9854,y,11
4629,40.7512,-73.9907,y,11
4630,40.7459,-73.9821,y,11
4631,40.7313,-74.0067,y,11
4632,40.7671,-73.9901,y,11
4633,40.7556,-73.9679,y,11
4634,40.7491,-73.9758,y,11
4635,40.7524,-73.9933,y,11
4636,40.7757,-73.9504,y,11
4637,40.7758,-73.9606,y,11
4638,40.7637,-73.9736,y,11
4639,40.7383,-74.0039,y,11
4640,40.7415,-74.005,y,11
4641,40.7326,-73.9878,y,11
4642,40.7491,-73.9882,y,11
4643,40.7611,-73.9754,y,11
4644,40.7043,-74.0087,y,11
4645,40.7608,-73.9756,y,11
4646,40.7739,-73.8738,y,11
4647,40.7395,-74.0019,y,11
4648,40.7478,-73.9737,y,11
4649,40.7648,-73.9642,y,11
4650,40.7389,-73.9958,y,11
4651,40.7571,-73.9718,y,11
4652,40.7818,-73.949,y,11
4653,40.7169,-73.9565,g,10
4654,40.7591,-73.9188,g,10
4655,40.8109,-73.9525,g,10
4656,40.7886,-73.9532,g,10
4657,40.7701,-73.9178,g,10
4658,40.703,-73.9945,g,10
4659,40.7909,-73.9537,g,10
4660,40.6895,-73.9926,g,10
4661,40.7466,-73.8909,g,10
4662,40.7209,-73.8443,g,10
4663,40.747,-73.8909,g,10
4664,40.7003,-73.8076,g,10
4665,40.7339,-73.8709,g,10
4666,40.7208,-73.8444,g,10
4667,40.6846,-73.9777,g,10
4668,40.7898,-73.9522,g,10
4669,40.8091,-73.9481,g,10
4670,40.7595,-73.8303,g,10
4671,40.8042,-73.9376,g,10
4672,40.6923,-73.9873,g,10
4673,40.8022,-73.9495,g,10
4674,40.805,-73.9389,g,10
4675,40.5873,-73.9539,g,10
4676,40.8051,-73.9395,g,10
4677,40.6688,-73.9799,g,10
4678,40.805,-73.9394,g,10
4679,40.7178,-73.9577,g,10
4680,40.7907,-73.9539,g,10
4681,40.6839,-73.9787,g,10
4682,40.6847,-73.978,g,10
4683,40.8045,-73.9377,g,10
4684,40.6916,-73.9872,g,10
4685,40.7899,-73.9522,g,10
4686,40.7591,-73.9191,g,10
4687,40.7618,-73.9255,g,10
4688,40.8046,-73.9379,g,10
4689,40.7891,-73.9549,g,10
4690,40.8051,-73.9388,g,10
4691,40.6847,-73.9777,g,10
4692,40.8048,-73.9389,g,10
4693,40.6924,-73.991,g,10
4694,40.6895,-73.9924,g,10
4695,40.805,-73.9393,g,10
4696,40.8052,-73.9395,g,10
4697,40.8798,-73.8799,g,10
4698,40.7377,-73.9966,y,10
4699,40.7265,-74.0023,y,10
4700,40.7862,-73.9725,y,10
4701,40.7527,-73.9751,y,10
4702,40.7055,-74.0071,y,10
4703,40.769,-73.9821,y,10
4704,40.7677,-73.9824,y,10
4705,40.7407,-74.0076,y,10
4706,40.7546,-73.9841,y,10
